reactant-1,reagent-1,reagent-2,reagent-3,reagent-4,reagent-5,catalyst-1,catalyst-2,solvent-1,solvent-2,product,temperature_c,reaction_time_s,yield_percent
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=S(=O)(O)OOS(=O)(=O)O.[K],Cc1ccc(S(=O)(=O)O)cc1.[Na],O=C(C=Cc1ccc(C(F)(F)F)cc1)C=Cc1ccc(C(F)(F)F)cc1,,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(c2ccccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,43200.0,67.0
CN(C)N=Cc1ccc(F)cc1,C(=NN(Cc1ccccc1)Cc1ccccc1)c1ccccn1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CN(C)N=Cc1ccc(F)cc1B1OC(C)(C)C(C)(C)O1,80.0,25200.0,70.0
Cc1cccc(N(C)C)c1,CC1(C)OBOC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,10.0
CCOC(=O)c1c(C)cccc1C,CC(C)(C)O.[K],CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CCOC(=O)c1c(C)cc(B2OC(C)(C)C(C)(C)O2)cc1C,80.0,43200.0,70.0
Cc1cccc(N(C)C)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,55.0
CC(C)[Si](C(C)C)(C(C)C)n1ccc2ccccc21,CCN(CC)CC,CC(C)(O)C(C)(C)O,B1Oc2ccccc2O1,,,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,Cc1ccccc1,,CC(C)[Si](C(C)C)(C(C)C)n1cc(B2OC(C)(C)C(C)(C)O2)c2ccccc21,120.0,259200.0,63.0
CCCCCCN(CCCCCC)C(=O)c1ccccc1,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],CC(C)(C)O.[K],C1CCOC1,,CCCCCCN(CCCCCC)C(=O)c1cccc(B2OC(C)(C)C(C)(C)O2)c1,80.0,43200.0,55.0
Cc1cccc(N(C)C)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,55.0
CN(C)C(=O)c1ccccc1,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],CC(C)(C)O.[K],C1CCOC1,,CN(C)C(=O)c1cccc(B2OC(C)(C)C(C)(C)O2)c1,80.0,43200.0,71.0
COc1cccc(Cl)c1,c1ccc(N2B(B3Nc4ccccc4N3c3ccccn3)Nc3ccccc32)nc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC1CCCC1,,COc1cc(Cl)cc(B2OC(C)(C)C(C)(C)O2)c1,100.0,57600.0,97.0
C1CCOC1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Clc1ccnc2c1ccc1c(Cl)ccnc12,,,,,,,,CC1(C)OB(C2CCOC2)OC1(C)C,100.0,172800.0,15.0
FC(F)(F)c1cc[nH]n1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2cc(C(F)(F)F)n[nH]2)OC1(C)C,80.0,57600.0,59.0
COc1cc(C)ccc1O,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCC1,,COc1cc(C)cc(B2OC(C)(C)C(C)(C)O2)c1O,80.0,72000.0,66.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccccc1,O=S(=O)(O)OOS(=O)(=O)O.[K],Cc1ccc(S(=O)(=O)O)cc1.[Na],CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(c2ccccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,43200.0,53.0
CC(C)(C)c1ccc(C(=O)NCc2ccccc2)cc1,Cc1[nH]c2c(NC(=O)c3ccc(-c4ccccn4)nc3)cccc2c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC(C)(C)c1ccc(C(=O)NCc2ccccc2)c(B2OC(C)(C)C(C)(C)O2)c1,60.0,345600.0,55.0
CCCCCC(=O)NC(C)(C)C,O=C(Nc1ccccc1-c1cccnc1)NC1CCCCC1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)[Si](Oc1ccc2ccccc2c1-c1c(Op2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)ccc2ccccc12)(C(C)C)C(C)C,Cc1cccc(C)n1,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccccc1,COC1CCCC1,CCC(CCC(=O)NC(C)(C)C)B1OC(C)(C)C(C)(C)O1,25.0,172800.0,89.0
c1ccc2c(-c3ccc4ccc5cccc6ccc3c4c56)nccc2c1,CC1(C)OBOC1(C)C,C(=NN(Cc1ccccc1)Cc1ccccc1)c1ccccn1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2cc3ccc4cccc5ccc(c2-c2nccc6ccccc26)c3c45)OC1(C)C,50.0,25200.0,62.0
CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCC1,,CC(C)(C)c1ccc(O)c(B2OC(C)(C)C(C)(C)O2)c1,80.0,86400.0,84.0
Fc1cccc2[nH]ccc12,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,CCCCCC,,CC1(C)OB(c2c[nH]c3cccc(F)c23)OC1(C)C,60.0,14400.0,76.0
CCc1cccc(SC)c1,FC(F)(F)C1COB(c2ccccc2-c2ccc(-c3ccccn3)nc2)O1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CCc1ccc(B2OC(C)(C)C(C)(C)O2)c(SC)c1,55.0,86400.0,88.0
Clc1cccc(Cl)n1,c1ccc(N2B(B3Nc4ccccc4N3c3ccccn3)Nc3ccccc32)nc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC1CCCC1,,CC1(C)OB(c2cc(Cl)nc(Cl)c2)OC1(C)C,100.0,57600.0,97.0
CN(C)c1ccccc1,B1Oc2ccccc2O1,CC(C)(O)C(C)(C)O,CCN(CC)CC,,,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,Clc1ccccc1Cl,,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,100.0,144000.0,98.0
c1cnc2[nH]ccc2c1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2c[nH]c3ncccc23)OC1(C)C,80.0,14400.0,55.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccccc1,O=S(=O)(O)OOS(=O)(=O)O.[K],CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(c2ccccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,43200.0,24.0
Cc1ccc2nc(C)ccc2c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC(C)(C)C,,Cc1ccc2nc(C)cc(B3OC(C)(C)C(C)(C)O3)c2c1,100.0,5400.0,72.0
Cc1cccc(Br)c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CCCCCC,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,32.0
COc1ccc(-c2nc3ccccc3o2)cc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COc1ccc(-c2nc3cccc(B4OC(C)(C)C(C)(C)O4)c3o2)cc1,25.0,86400.0,70.0
C1CCOC1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cc(C)c(-c2cnc3c(ccc4c(C)c(-c5c(C)cc(C)cc5C)cnc43)c2C)c(C)c1,,,,,,,,CC1(C)OB(C2CCOC2)OC1(C)C,100.0,172800.0,99.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccc(Cl)cc1,O=S(=O)(O)OOS(=O)(=O)O.[K],Cc1ccc(S(=O)(=O)O)cc1.[Na],O=C(C=Cc1ccc(C(F)(F)F)cc1)C=Cc1ccc(C(F)(F)F)cc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(c2cc(Cl)ccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,86400.0,77.0
CCCCOCC,Cc1ccc2ccc3cccnc3c2n1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCCCC1,,CCCCOCCB1OC(C)(C)C(C)(C)O1,100.0,72000.0,51.0
CCc1ccc(C=O)cc1,CC1(C)OBOC1(C)C,CN,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CCc1ccc(C=O)cc1B1OC(C)(C)C(C)(C)O1,90.0,43200.0,82.0
Cc1cccc(Br)c1,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC(C)(C)C,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,33.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)C1CC1,CC[N+](CC)(CC)CC.F[B-](F)(F)F,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=C(O)O.[K],CC(=O)O,COc1cc(OC)c2ccccc2n1,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(C2CC2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,54000.0,50.0
Cc1cccc(N(C)C)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1,,,,,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,31.0
Cc1cc(O)ccc1Cl,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCC1,,Cc1cc(O)c(B2OC(C)(C)C(C)(C)O2)cc1Cl,80.0,72000.0,59.0
Cc1cccc(N(C)C)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,42.0
CC(C)(C)C(=O)NC1CC1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CC1(C)OBOC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCC1,,CC(C)(C)C(=O)NC1CC1B1OC(C)(C)C(C)(C)O1,80.0,64800.0,85.0
Cc1cccc(N(C)C)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,59.0
CCCCCCN(CCCCCC)C(=O)c1cc2ccccc2[nH]1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CCCCCCN(CCCCCC)C(=O)c1cc2cccc(B3OC(C)(C)C(C)(C)O3)c2[nH]1,25.0,86400.0,89.0
Cc1cccc(Br)c1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CC1(C)OBOC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,,,C1CCOC1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,0.0
CN(C)S(=O)(=O)c1cccc(F)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CCN(C(C)C)C(C)C,,CN(C)S(=O)(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,60.0,43200.0,78.0
Cc1cccc(N(C)C)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,64.0
Cc1cccc(Br)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,,,,,,CCN(CC)CC,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,28.0
COc1cccc(OC)c1OC,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COc1cc(B2OC(C)(C)C(C)(C)O2)cc(OC)c1OC,80.0,9000.0,92.0
C1CCOC1,Cc1cc(C)c(-c2cnc3c(ccc4cc(-c5c(C)cc(C)cc5C)cnc43)c2)c(C)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,,,,CC1(C)OB(C2CCOC2)OC1(C)C,100.0,172800.0,97.0
COc1cccc(Br)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,c1ccc(N2B(B3Nc4ccccc4N3c3ccccn3)Nc3ccccc32)nc1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC1CCCC1,,COc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,100.0,57600.0,96.0
Cc1ccc(C=O)cc1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)N,Nc1cccc2cccnc12,CC1(C)OBOC1(C)C,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(C=O)c(B2OC(C)(C)C(C)(C)O2)cc1C,90.0,43200.0,56.0
CCCCCCN(CCCCCC)C(=O)c1ccccc1C(=O)OC,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)ccc1C(=O)OC,25.0,57600.0,67.0
CCCCCCN(CCCCCC)C(=O)c1cccc(Br)c1,O=C(Nc1ccccc1-c1ccc(-c2ccccn2)nc1)NC1CCCCC1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CCCCCCN(CCCCCC)C(=O)c1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,57600.0,85.0
N#Cc1ccc(C(F)(F)F)cc1,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CCCCCC,,CC1(C)OB(c2cc(C(F)(F)F)ccc2C#N)OC1(C)C,25.0,43200.0,68.0
Cc1cccc(Br)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,39.0
CC(C)N(C(=O)c1cccc2ccn(C)c12)C(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],CC(C)(C)O.[K],C1CCOC1,,CC(C)N(C(=O)c1cccc2cc(B3OC(C)(C)C(C)(C)O3)n(C)c12)C(C)C,80.0,43200.0,20.0
CN(C(=O)OC(C)(C)C)c1cccc(Cl)c1,CC1(C)OBOC1(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC(C)(C)C,,CN(C(=O)OC(C)(C)C)c1cc(Cl)cc(B2OC(C)(C)C(C)(C)O2)c1,50.0,61200.0,95.0
CN(C)c1cccc(Br)c1,CCN(CC)CC,CC(C)(O)C(C)(C)O,B1Oc2ccccc2O1,,,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,Cc1ccccc1,,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)c(Br)c1,120.0,172800.0,62.0
COc1cccc(OC)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CN1CCCC1=O,,COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1,80.0,28800.0,47.0
C1CCOC1,Cc1cnc2c(ccc3cc(C)cnc32)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,,,,CC1(C)OB(C2CCOC2)OC1(C)C,100.0,172800.0,100.0
CCOC(=O)c1ccc2[nH]ccc2c1,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CCOC(=O)c1ccc2[nH]c(B3OC(C)(C)C(C)(C)O3)cc2c1,80.0,43200.0,40.0
CCOC(=O)c1ccccc1C(F)(F)F,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)O.[K],,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CCOC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1C(F)(F)F,50.0,43200.0,81.0
c1ccc(N2CCCC2)cc1,CCN(CC)CC,B1Oc2ccccc2O1,CC(C)(O)C(C)(C)O,,,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,Cc1ccccc1,,CC1(C)OB(c2ccc(N3CCCC3)cc2)OC1(C)C,120.0,172800.0,92.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccc(C(F)(F)F)cc1,O=C(C=Cc1ccc(C(F)(F)F)cc1)C=Cc1ccc(C(F)(F)F)cc1,Cc1ccc(S(=O)(=O)O)cc1.[Na],CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=S(=O)(O)OOS(=O)(=O)O.[K],,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(c2cc(C(F)(F)F)ccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,86400.0,62.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccc([N+](=O)[O-])cc1,Cc1ccc(S(=O)(=O)O)cc1.[Na],CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=C(C=Cc1ccc(C(F)(F)F)cc1)C=Cc1ccc(C(F)(F)F)cc1,O=S(=O)(O)OOS(=O)(=O)O.[K],,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(c2cc([N+](=O)[O-])ccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,86400.0,46.0
COc1cccc(OC)c1OC,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COc1cc(B2OC(C)(C)C(C)(C)O2)cc(OC)c1OC,25.0,9000.0,8.0
CC(C)(C)[Si](C)(C)OCCc1c[nH]c2ccccc12,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2cccc3c(CCO[Si](C)(C)C(C)(C)C)c[nH]c23)OC1(C)C,80.0,21600.0,48.0
COC(=O)c1ccc(C#N)cc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COC(=O)c1ccc(C#N)c(B2OC(C)(C)C(C)(C)O2)c1,25.0,172800.0,65.0
