reactant-1,reagent-1,reagent-2,reagent-3,reagent-4,reagent-5,catalyst-1,catalyst-2,solvent-1,solvent-2,product,temperature_c,reaction_time_s,yield_percent
Cc1cccc(N(C)C)c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,52.0
C1CCOC1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,COCc1cc(COC)c(-c2cnc3c(ccc4cc(-c5c(COC)cc(COC)cc5COC)cnc43)c2)c(COC)c1,,,,,,,,CC1(C)OB(C2CCOC2)OC1(C)C,100.0,172800.0,92.0
COc1cccc(OC)c1OC,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COc1cc(B2OC(C)(C)C(C)(C)O2)cc(OC)c1OC,25.0,9000.0,8.0
CNC(=O)c1ccccc1,Cc1[nH]c2c(NC(=O)c3ccc(-c4ccccn4)nc3)cccc2c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CNC(=O)c1ccccc1B1OC(C)(C)C(C)(C)O1,60.0,345600.0,63.0
CCOC(=O)c1ccccc1OC(F)(F)F,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)O.[K],O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CCOC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1OC(F)(F)F,80.0,43200.0,89.0
Cc1cccc(N(C)C)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OBOC1(C)C,,,,,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,13.0
CC(C)N(C(=O)c1ccc(Br)cc1)C(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],CC(C)(C)O.[K],C1CCOC1,,CC(C)N(C(=O)c1ccc(Br)c(B2OC(C)(C)C(C)(C)O2)c1)C(C)C,80.0,43200.0,38.0
Cc1cc2c(Cl)ccnc2[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc2c(Cl)c(B3OC(C)(C)C(C)(C)O3)cnc2[nH]1,80.0,68400.0,72.0
CCCCN(CCCC)C(=O)OC(C)(C)C,Cc1ccc2ccc3cccnc3c2n1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCCCC1,,CCCCN(CCCCB1OC(C)(C)C(C)(C)O1)C(=O)OC(C)(C)C,100.0,72000.0,49.0
Cc1cc2c(Cl)ccnc2[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc2c(Cl)c(B3OC(C)(C)C(C)(C)O3)cnc2[nH]1,80.0,68400.0,27.0
CC(C)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,COc1cc(OC)c2ccccc2n1,CC[N+](CC)(CC)CC.F[B-](F)(F)F,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=C(O)O.[K],CC(=O)O,CC(=O)O.[Pd],,CC#N,,CC(CB1OC(C)(C)C(C)(C)O1)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,80.0,54000.0,50.0
Oc1ccccc1,C1COB(B2OCCO2)O1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CCN(CC)CC,CC(C)(O)C(C)(C)O,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccccc1,ClC(Cl)Cl,CC1(C)OB(c2ccccc2O)OC1(C)C,80.0,7200.0,65.0
Cc1cccc(Br)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,,,C1CCOC1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,0.0
c1ccc2c(-c3nccc4ccccc34)cccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,C(=NN(Cc1ccccc1)Cc1ccccc1)c1ccccn1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2ccc3ccccc3c2-c2nccc3ccccc23)OC1(C)C,25.0,86400.0,70.0
CC(C)N(C(=O)c1ccc(C#N)cc1)C(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],CC(C)(C)O.[K],C1CCOC1,,CC(C)N(C(=O)c1ccc(C#N)c(B2OC(C)(C)C(C)(C)O2)c1)C(C)C,80.0,43200.0,63.0
CC(C)(C)C(=O)NC1CC1,CC1(C)OBOC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC(C)(C)C(=O)NC1CC1B1OC(C)(C)C(C)(C)O1,70.0,64800.0,19.0
CN(C)S(=O)(=O)c1cccc(F)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CN(C)S(=O)(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,50.0,86400.0,99.0
Fc1cccc(-c2ccccc2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CCN(C(C)C)C(C)C,,CC1(C)OB(c2ccc(-c3ccccc3)cc2F)OC1(C)C,60.0,43200.0,37.0
O=Cc1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Nc1cccc2cccnc12,CC(C)(C)N,CC1(C)OBOC1(C)C,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2ccccc2C=O)OC1(C)C,90.0,43200.0,87.0
COc1cccc(OC)c1,CC1(C)OBOC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CN1CCCC1=O,,COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1,80.0,28800.0,54.0
Cc1ccc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,CCCCCC,,Cc1ccc2[nH]cc(B3OC(C)(C)C(C)(C)O3)c2c1,60.0,14400.0,68.0
CN(C)C(=O)Oc1ccc(NC(=O)OC(C)(C)C)cc1Cl,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC(C)(C)C,,CN(C)C(=O)Oc1cc(B2OC(C)(C)C(C)(C)O2)c(NC(=O)OC(C)(C)C)cc1Cl,50.0,100800.0,62.0
c1ccc2c3c([nH]c2c1)CCC3,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CCCCCC,,CC1(C)OB(c2cccc3c4c([nH]c23)CCC4)OC1(C)C,60.0,129600.0,45.0
c1ccc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,CCCCCC,,CC1(C)OB(c2c[nH]c3ccccc23)OC1(C)C,60.0,14400.0,78.0
Cc1cccc(Br)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,21.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccccc1,O=S(=O)(O)OOS(=O)(=O)O.[K],Cc1ccc(S(=O)(=O)O)cc1.[Na],CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=C(C=Cc1ccc(Cl)cc1)C=Cc1ccc(Cl)cc1,,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(c2ccccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,43200.0,53.0
COC(=O)C(C)c1cccc(F)c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COC(=O)C(C)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,50.0,86400.0,80.0
CCCCCC(=O)OCC,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cccc(C)n1,CC(C)[Si](Oc1ccc2ccccc2c1-c1c(Op2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)ccc2ccccc12)(C(C)C)C(C)C,O=C(Nc1ccccc1-c1cccnc1)NC1CCCCC1,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC1CCCC1,Cc1ccccc1,CCOC(=O)CCC(CC)B1OC(C)(C)C(C)(C)O1,25.0,172800.0,80.0
CNC(=O)c1ccc(C(F)(F)F)cc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1[nH]c2c(NC(=O)c3ccc(-c4ccccn4)nc3)cccc2c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CNC(=O)c1ccc(C(F)(F)F)cc1B1OC(C)(C)C(C)(C)O1,60.0,345600.0,77.0
O=C(c1ccccc1)N1CCCC1,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,CC(C)(C)O.[K],C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],C1CCOC1,,CC1(C)OB(c2cccc(C(=O)N3CCCC3)c2)OC1(C)C,80.0,43200.0,65.0
Cc1cccc(N(C)C)c1,B1Oc2ccccc2O1,CC(C)(O)C(C)(C)O,CCN(CC)CC,,,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,Cc1ccccc1,,Cc1cc(N(C)C)ccc1B1OC(C)(C)C(C)(C)O1,120.0,172800.0,75.0
Cc1nc2c(C)cccc2[nH]1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,,C1CCOC1,,Cc1nc2c(C)cc(B3OC(C)(C)C(C)(C)O3)cc2[nH]1,80.0,86400.0,88.0
Cc1cccc(N(C)C)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,41.0
c1ccc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,CCCCCC,,CC1(C)OB(c2c[nH]c3ccccc23)OC1(C)C,50.0,14400.0,75.0
Cc1cc2ccccc2[nH]1,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CCCCCC,,Cc1cc2cccc(B3OC(C)(C)C(C)(C)O3)c2[nH]1,60.0,14400.0,78.0
c1ccc2c(-c3nccc4ccccc34)cccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2ccc3ccccc3c2-c2nccc3ccccc23)OC1(C)C,50.0,50400.0,0.0
CCCCCC(=O)N(Cc1ccccc1)Cc1ccccc1,Cc1cccc(C)n1,CC(C)[Si](Oc1ccc2ccccc2c1-c1c(Op2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)ccc2ccccc12)(C(C)C)C(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccccc1,COC1CCCC1,CCC(CCC(=O)N(Cc1ccccc1)Cc1ccccc1)B1OC(C)(C)C(C)(C)O1,25.0,172800.0,0.0
c1ccc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2cccc3cc[nH]c23)OC1(C)C,80.0,14400.0,66.0
CCN(CC)C(=O)c1cccc(F)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CCN(C(C)C)C(C)C,,CCN(CC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,60.0,43200.0,45.0
CC(C)(C)C(=O)n1ccc2c(F)cccc21,CC(C)(O)C(C)(C)O,BrB(Br)Br,,,,,,,,CC1(C)OB(c2ccc(F)c3cc[nH]c23)OC1(C)C,25.0,57600.0,84.0
Cc1nc2c(Cl)cccc2[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1nc2c(Cl)cc(B3OC(C)(C)C(C)(C)O3)cc2[nH]1,80.0,172800.0,84.0
Cc1cccc(Br)c1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,0.0
CN(C)c1ccccc1F,CCN(CC)CC,CC(C)(O)C(C)(C)O,B1Oc2ccccc2O1,,,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,Cc1ccccc1,,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1F,120.0,172800.0,42.0
CSc1cccc(C2OCCO2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1ccnc(-c2cc(C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CSc1cc(B2OC(C)(C)C(C)(C)O2)cc(C2OCCO2)c1,55.0,86400.0,92.0
O=Cc1cccc(Br)c1,CC1(C)OBOC1(C)C,CN,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2cc(Br)cc(C=O)c2)OC1(C)C,90.0,43200.0,98.0
Fc1cccc(-c2ccccc2)c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2ccc(-c3ccccc3)cc2F)OC1(C)C,50.0,86400.0,11.0
Cc1c[nH]c2ccccc12,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,Cc1c[nH]c2c(B3OC(C)(C)C(C)(C)O3)cccc12,80.0,21600.0,61.0
CSc1cccc(N(C)C)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1ccnc(-c2cc(C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CSc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,55.0,86400.0,63.0
c1ccc2c(-c3nccc4ccccc34)cccc2c1,C(C=NN(Cc1ccccc1)Cc1ccccc1)=NN(Cc1ccccc1)Cc1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2ccc3ccccc3c2-c2nccc3ccccc23)OC1(C)C,80.0,72000.0,75.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccccc1,O=C(C=Cc1ccc(C(F)(F)F)cc1)C=Cc1ccc(C(F)(F)F)cc1,Cc1ccc(S(=O)(=O)O)cc1.[Na],O=S(=O)(O)OOS(=O)(=O)O.[K],CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(c2ccccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,86400.0,78.0
Cc1cccc(Br)c1,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,,,C1CCOC1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,0.0
CN(C)c1ccccc1,B1Oc2ccccc2O1,CCN(CC)CC,CC(C)(O)C(C)(C)O,,,ClB(Cl)Cl,,Cc1ccccc1,,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,100.0,86400.0,0.0
Cc1cccc(N(C)C)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,68.0
CCOC(=O)c1ccccc1OCc1ccccc1,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)O.[K],,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CCOC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1OCc1ccccc1,80.0,43200.0,79.0
O=C(NCc1ccccc1)c1cccc(Br)c1,Cc1[nH]c2c(NC(=O)c3ccc(-c4ccccn4)nc3)cccc2c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2ccc(Br)cc2C(=O)NCc2ccccc2)OC1(C)C,60.0,345600.0,64.0
CCCCCC(=O)N(Cc1ccccc1)Cc1ccccc1,CC(C)[Si](Oc1ccc2ccccc2c1-c1c(Op2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)ccc2ccccc12)(C(C)C)C(C)C,Cc1cccc(C)n1,O=C(NCc1ccccn1)NC1CCCCC1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC1CCCC1,Cc1ccccc1,CCCC(CC(=O)N(Cc1ccccc1)Cc1ccccc1)B1OC(C)(C)C(C)(C)O1,25.0,172800.0,14.0
CC(C)N(C(=O)c1cccn1C)C(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,,CC(C)(C)O.[K],C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],C1CCOC1,,CC(C)N(C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)n1C)C(C)C,80.0,43200.0,93.0
CC(CCc1ccccc1)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(=O)O,O=C(O)O.[K],COc1cc(OC)c2ccccc2n1,CC[N+](CC)(CC)CC.F[B-](F)(F)F,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(CC(CCc2ccccc2)C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,54000.0,63.0
CC(C)N(C(=O)c1cccc2cc[nH]c12)C(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],CC(C)(C)O.[K],C1CCOC1,,CC(C)N(C(=O)c1cccc2cc(B3OC(C)(C)C(C)(C)O3)[nH]c12)C(C)C,80.0,43200.0,73.0
c1cc2cc[nH]c2cn1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2c[nH]c3cnccc23)OC1(C)C,80.0,64800.0,73.0
c1ccc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,CCCCCC,,CC1(C)OB(c2c[nH]c3ccccc23)OC1(C)C,30.0,14400.0,14.0
Cc1cccc(N(C)C)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,0.0
Cc1cccc(Br)c1,CC1(C)OBOC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CC(=O)OC(C)C,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,18.0
c1cc2c3c(c1)CCCN3CCC2,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,,C1CCOC1,,CC1(C)OB(c2cc3c4c(c2)CCCN4CCC3)OC1(C)C,80.0,86400.0,31.0
